N°        Compile    Mode  Dimension  Test_Mode  Samples    Threads    Avg_Time(s)     Seq_time(s)     Scaling    Efficiency
191        OMPLOCWS   4     16         1          100        1          0.000004607998  0.000001224503  0.27       26.57     %
192        OMPLOCWS   4     16         1          100        2          0.000015190244  0.000001224503  0.08       4.03      %
193        OMPLOCWS   4     16         1          100        4          0.000020760112  0.000001224503  0.06       1.47      %
194        OMPLOCWS   4     16         1          100        8          0.000027169846  0.000001224503  0.05       0.56      %
195        OMPLOCWS   4     16         1          100        16         0.000046183355  0.000001224503  0.03       0.17      %
196        OMPLOCWS   4     16         1          100        32         0.000069537760  0.000001224503  0.02       0.06      %
197        OMPLOCWS   4     16         1          100        64         0.000161298172  0.000001224503  0.01       0.01      %
198        OMPLOCWS   4     32         1          100        1          0.000005199387  0.000003545545  0.68       68.19     %
199        OMPLOCWS   4     32         1          100        2          0.000013902970  0.000003545545  0.26       12.75     %
200        OMPLOCWS   4     32         1          100        4          0.000023313052  0.000003545545  0.15       3.80      %
201        OMPLOCWS   4     32         1          100        8          0.000029715709  0.000003545545  0.12       1.49      %
202        OMPLOCWS   4     32         1          100        16         0.000044266879  0.000003545545  0.08       0.50      %
203        OMPLOCWS   4     32         1          100        32         0.000082768871  0.000003545545  0.04       0.13      %
204        OMPLOCWS   4     32         1          100        64         0.000164069788  0.000003545545  0.02       0.03      %
205        OMPLOCWS   4     64         1          100        1          0.000009786711  0.000012075715  1.23       123.39    %
206        OMPLOCWS   4     64         1          100        2          0.000019266643  0.000012075715  0.63       31.34     %
207        OMPLOCWS   4     64         1          100        4          0.000028530694  0.000012075715  0.42       10.58     %
208        OMPLOCWS   4     64         1          100        8          0.000036093035  0.000012075715  0.33       4.18      %
209        OMPLOCWS   4     64         1          100        16         0.000049893930  0.000012075715  0.24       1.51      %
210        OMPLOCWS   4     64         1          100        32         0.000084112027  0.000012075715  0.14       0.45      %
211        OMPLOCWS   4     64         1          100        64         0.000166352649  0.000012075715  0.07       0.11      %
212        OMPLOCWS   4     128        1          100        1          0.000025744177  0.000050677358  1.97       196.85    %
213        OMPLOCWS   4     128        1          100        2          0.000031710973  0.000050677358  1.60       79.91     %
214        OMPLOCWS   4     128        1          100        4          0.000041222014  0.000050677358  1.23       30.73     %
215        OMPLOCWS   4     128        1          100        8          0.000041093306  0.000050677358  1.23       15.42     %
216        OMPLOCWS   4     128        1          100        16         0.000062386876  0.000050677358  0.81       5.08      %
217        OMPLOCWS   4     128        1          100        32         0.000076295808  0.000050677358  0.66       2.08      %
218        OMPLOCWS   4     128        1          100        64         0.000159187053  0.000050677358  0.32       0.50      %
219        OMPLOCWS   4     256        1          100        1          0.000085371546  0.000231884798  2.72       271.62    %
220        OMPLOCWS   4     256        1          100        2          0.000083822946  0.000231884798  2.77       138.32    %
221        OMPLOCWS   4     256        1          100        4          0.000080777703  0.000231884798  2.87       71.77     %
222        OMPLOCWS   4     256        1          100        8          0.000070168826  0.000231884798  3.30       41.31     %
223        OMPLOCWS   4     256        1          100        16         0.000075106138  0.000231884798  3.09       19.30     %
224        OMPLOCWS   4     256        1          100        32         0.000120709839  0.000231884798  1.92       6.00      %
225        OMPLOCWS   4     256        1          100        64         0.000188650753  0.000231884798  1.23       1.92      %
226        OMPLOCWS   4     512        1          100        1          0.000349857291  0.000710630789  2.03       203.12    %
227        OMPLOCWS   4     512        1          100        2          0.000283757050  0.000710630789  2.50       125.22    %
228        OMPLOCWS   4     512        1          100        4          0.000188645907  0.000710630789  3.77       94.18     %
229        OMPLOCWS   4     512        1          100        8          0.000146184495  0.000710630789  4.86       60.76     %
230        OMPLOCWS   4     512        1          100        16         0.000139938289  0.000710630789  5.08       31.74     %
231        OMPLOCWS   4     512        1          100        32         0.000146555525  0.000710630789  4.85       15.15     %
232        OMPLOCWS   4     512        1          100        64         0.000375371979  0.000710630789  1.89       2.96      %
233        OMPLOCWS   4     1024       1          100        1          0.001510914648  0.003203032538  2.12       211.99    %
234        OMPLOCWS   4     1024       1          100        2          0.001164026791  0.003203032538  2.75       137.58    %
235        OMPLOCWS   4     1024       1          100        4          0.000639028498  0.003203032538  5.01       125.31    %
236        OMPLOCWS   4     1024       1          100        8          0.000360509002  0.003203032538  8.88       111.06    %
237        OMPLOCWS   4     1024       1          100        16         0.000251162797  0.003203032538  12.75      79.71     %
238        OMPLOCWS   4     1024       1          100        32         0.000260249159  0.003203032538  12.31      38.46     %
239        OMPLOCWS   4     1024       1          100        64         0.000340020284  0.003203032538  9.42       14.72     %
240        OMPLOCWS   4     2048       1          100        1          0.023858305067  0.028332293034  1.19       118.75    %
241        OMPLOCWS   4     2048       1          100        2          0.014226560481  0.028332293034  1.99       99.58     %
242        OMPLOCWS   4     2048       1          100        4          0.006693360396  0.028332293034  4.23       105.82    %
243        OMPLOCWS   4     2048       1          100        8          0.003527640598  0.028332293034  8.03       100.39    %
244        OMPLOCWS   4     2048       1          100        16         0.001926329918  0.028332293034  14.71      91.92     %
245        OMPLOCWS   4     2048       1          100        32         0.001275788411  0.028332293034  22.21      69.40     %
