N°        Compile    Mode  Dimension  Test_Mode  Samples    Threads    Avg_Time(s)     Seq_time(s)     Scaling    Efficiency
326        OMP12      5     16         1          1          1          0.000009898096  0.000002000000  0.20       20.21     %
327        OMP12      5     16         1          1          2          0.000008773059  0.000002000000  0.23       11.40     %
328        OMP12      5     16         1          1          4          0.020984373987  0.000002000000  0.00       0.00      %
329        OMP12      5     16         1          1          8          0.022967088968  0.000002000000  0.00       0.00      %
330        OMP12      5     16         1          1          16         0.033401716501  0.000002000000  0.00       0.00      %
331        OMP12      5     16         1          1          32         0.033179376274  0.000002000000  0.00       0.00      %
332        OMP12      5     16         1          1          64         0.059904895723  0.000002000000  0.00       0.00      %
333        OMP12      5     32         1          1          1          0.000007860363  0.000009000000  1.14       114.50    %
334        OMP12      5     32         1          1          2          0.000015236437  0.000009000000  0.59       29.53     %
335        OMP12      5     32         1          1          4          0.000023894012  0.000009000000  0.38       9.42      %
336        OMP12      5     32         1          1          8          0.000022299588  0.000009000000  0.40       5.04      %
337        OMP12      5     32         1          1          16         0.051984861493  0.000009000000  0.00       0.00      %
338        OMP12      5     32         1          1          32         0.069227784872  0.000009000000  0.00       0.00      %
339        OMP12      5     32         1          1          64         0.071029379964  0.000009000000  0.00       0.00      %
340        OMP12      5     64         1          1          1          0.000015757978  0.000028000000  1.78       177.69    %
341        OMP12      5     64         1          1          2          0.000024247915  0.000028000000  1.15       57.74     %
342        OMP12      5     64         1          1          4          0.000028356910  0.000028000000  0.99       24.69     %
343        OMP12      5     64         1          1          8          0.000054050237  0.000028000000  0.52       6.48      %
344        OMP12      5     64         1          1          16         0.042494531721  0.000028000000  0.00       0.00      %
345        OMP12      5     64         1          1          32         0.052447129041  0.000028000000  0.00       0.00      %
346        OMP12      5     64         1          1          64         0.085159808397  0.000028000000  0.00       0.00      %
347        OMP12      5     128        1          1          1          0.000061754137  0.000116000003  1.88       187.84    %
348        OMP12      5     128        1          1          2          0.000075407326  0.000116000003  1.54       76.92     %
349        OMP12      5     128        1          1          4          0.004660509527  0.000116000003  0.02       0.62      %
350        OMP12      5     128        1          1          8          0.028199616820  0.000116000003  0.00       0.05      %
351        OMP12      5     128        1          1          16         0.041660118848  0.000116000003  0.00       0.02      %
352        OMP12      5     128        1          1          32         0.048058487475  0.000116000003  0.00       0.01      %
353        OMP12      5     128        1          1          64         0.069247432053  0.000116000003  0.00       0.00      %
354        OMP12      5     256        1          1          1          0.000219088048  0.000444000005  2.03       202.66    %
355        OMP12      5     256        1          1          2          0.000245939940  0.000444000005  1.81       90.27     %
356        OMP12      5     256        1          1          4          0.000209473073  0.000444000005  2.12       52.99     %
357        OMP12      5     256        1          1          8          0.028233423829  0.000444000005  0.02       0.20      %
358        OMP12      5     256        1          1          16         0.009108785540  0.000444000005  0.05       0.30      %
359        OMP12      5     256        1          1          32         0.088495984674  0.000444000005  0.01       0.02      %
360        OMP12      5     256        1          1          64         0.058979250491  0.000444000005  0.01       0.01      %
361        OMP12      5     512        1          1          1          0.001117967069  0.001968000084  1.76       176.03    %
362        OMP12      5     512        1          1          2          0.001160386950  0.001968000084  1.70       84.80     %
363        OMP12      5     512        1          1          4          0.000913333148  0.001968000084  2.15       53.87     %
364        OMP12      5     512        1          1          8          0.013929963112  0.001968000084  0.14       1.77      %
365        OMP12      5     512        1          1          16         0.027681611478  0.001968000084  0.07       0.44      %
366        OMP12      5     512        1          1          32         0.030476346612  0.001968000084  0.06       0.20      %
367        OMP12      5     512        1          1          64         0.058406222612  0.001968000084  0.03       0.05      %
368        OMP12      5     1024       1          1          1          0.003678813577  0.005390000064  1.47       146.51    %
369        OMP12      5     1024       1          1          2          0.003412559628  0.005390000064  1.58       78.97     %
370        OMP12      5     1024       1          1          4          0.004203341901  0.005390000064  1.28       32.06     %
371        OMP12      5     1024       1          1          8          0.013437688351  0.005390000064  0.40       5.01      %
372        OMP12      5     1024       1          1          16         0.047364465892  0.005390000064  0.11       0.71      %
373        OMP12      5     1024       1          1          32         0.047216717154  0.005390000064  0.11       0.36      %
374        OMP12      5     1024       1          1          64         0.067184217274  0.005390000064  0.08       0.13      %
375        OMP12      5     2048       1          1          1          0.025341544300  0.034028001130  1.34       134.28    %
376        OMP12      5     2048       1          1          2          0.021768435836  0.034028001130  1.56       78.16     %
377        OMP12      5     2048       1          1          4          0.034739881754  0.034028001130  0.98       24.49     %
378        OMP12      5     2048       1          1          8          0.018322780728  0.034028001130  1.86       23.21     %
379        OMP12      5     2048       1          1          16         0.035836983472  0.034028001130  0.95       5.93      %
380        OMP12      5     2048       1          1          32         0.043738778681  0.034028001130  0.78       2.43      %
381        OMP12      5     2048       1          1          64         0.083425149322  0.034028001130  0.41       0.64      %
382        OMP12      5     4096       1          1          1          0.115448921919  0.141761004925  1.23       122.79    %
383        OMP12      5     4096       1          1          2          0.090504899621  0.141761004925  1.57       78.32     %
384        OMP12      5     4096       1          1          4          0.057321626693  0.141761004925  2.47       61.83     %
385        OMP12      5     4096       1          1          8          0.047102097422  0.141761004925  3.01       37.62     %
386        OMP12      5     4096       1          1          16         0.069189600646  0.141761004925  2.05       12.81     %
387        OMP12      5     4096       1          1          32         0.063801251352  0.141761004925  2.22       6.94      %
388        OMP12      5     4096       1          1          64         0.070167042315  0.141761004925  2.02       3.16      %
947        OMP12      5     16         2          1          1          0.000007603317  0.000003000000  0.39       39.46     %
948        OMP12      5     16         2          1          2          0.000009804964  0.000003000000  0.31       15.30     %
949        OMP12      5     16         2          1          4          0.000023059547  0.000003000000  0.13       3.25      %
950        OMP12      5     16         2          1          8          0.009477712214  0.000003000000  0.00       0.00      %
951        OMP12      5     16         2          1          16         0.025285877287  0.000003000000  0.00       0.00      %
952        OMP12      5     16         2          1          32         0.033713378012  0.000003000000  0.00       0.00      %
953        OMP12      5     16         2          1          64         0.037418480963  0.000003000000  0.00       0.00      %
954        OMP12      5     32         2          1          1          0.000004850328  0.000002000000  0.41       41.23     %
955        OMP12      5     32         2          1          2          0.000004746020  0.000002000000  0.42       21.07     %
956        OMP12      5     32         2          1          4          0.000008270144  0.000002000000  0.24       6.05      %
957        OMP12      5     32         2          1          8          0.000013299286  0.000002000000  0.15       1.88      %
958        OMP12      5     32         2          1          16         0.019138094038  0.000002000000  0.00       0.00      %
959        OMP12      5     32         2          1          32         0.037950124592  0.000002000000  0.00       0.00      %
960        OMP12      5     32         2          1          64         0.037202641368  0.000002000000  0.00       0.00      %
961        OMP12      5     64         2          1          1          0.000005867332  0.000008000000  1.36       136.35    %
962        OMP12      5     64         2          1          2          0.000007912517  0.000008000000  1.01       50.55     %
963        OMP12      5     64         2          1          4          0.000011671335  0.000008000000  0.69       17.14     %
964        OMP12      5     64         2          1          8          0.021448288113  0.000008000000  0.00       0.00      %
965        OMP12      5     64         2          1          16         0.020065851510  0.000008000000  0.00       0.00      %
966        OMP12      5     64         2          1          32         0.031528465450  0.000008000000  0.00       0.00      %
967        OMP12      5     64         2          1          64         0.063039347529  0.000008000000  0.00       0.00      %
968        OMP12      5     128        2          1          1          0.000016115606  0.000024000001  1.49       148.92    %
969        OMP12      5     128        2          1          2          0.000013984740  0.000024000001  1.72       85.81     %
970        OMP12      5     128        2          1          4          0.000013038516  0.000024000001  1.84       46.02     %
971        OMP12      5     128        2          1          8          0.000028174371  0.000024000001  0.85       10.65     %
972        OMP12      5     128        2          1          16         0.017698284239  0.000024000001  0.00       0.01      %
973        OMP12      5     128        2          1          32         0.023848302662  0.000024000001  0.00       0.00      %
974        OMP12      5     128        2          1          64         0.042840249836  0.000024000001  0.00       0.00      %
975        OMP12      5     256        2          1          1          0.000052083284  0.000078999998  1.52       151.68    %
976        OMP12      5     256        2          1          2          0.000044949353  0.000078999998  1.76       87.88     %
977        OMP12      5     256        2          1          4          0.012706857175  0.000078999998  0.01       0.16      %
978        OMP12      5     256        2          1          8          0.019612301141  0.000078999998  0.00       0.05      %
979        OMP12      5     256        2          1          16         0.000040184706  0.000078999998  1.97       12.29     %
980        OMP12      5     256        2          1          32         0.042099211365  0.000078999998  0.00       0.01      %
981        OMP12      5     256        2          1          64         0.056783501059  0.000078999998  0.00       0.00      %
982        OMP12      5     512        2          1          1          0.000174123794  0.000186000005  1.07       106.82    %
983        OMP12      5     512        2          1          2          0.000876903534  0.000186000005  0.21       10.61     %
984        OMP12      5     512        2          1          4          0.000125609338  0.000186000005  1.48       37.02     %
985        OMP12      5     512        2          1          8          0.018235806376  0.000186000005  0.01       0.13      %
986        OMP12      5     512        2          1          16         0.000080961734  0.000186000005  2.30       14.36     %
987        OMP12      5     512        2          1          32         0.022300768644  0.000186000005  0.01       0.03      %
988        OMP12      5     512        2          1          64         0.066928975284  0.000186000005  0.00       0.00      %
989        OMP12      5     1024       2          1          1          0.000745527446  0.001885000034  2.53       252.84    %
990        OMP12      5     1024       2          1          2          0.000987213105  0.001885000034  1.91       95.47     %
991        OMP12      5     1024       2          1          4          0.000942878425  0.001885000034  2.00       49.98     %
992        OMP12      5     1024       2          1          8          0.019151449203  0.001885000034  0.10       1.23      %
993        OMP12      5     1024       2          1          16         0.031030904502  0.001885000034  0.06       0.38      %
994        OMP12      5     1024       2          1          32         0.020944118500  0.001885000034  0.09       0.28      %
995        OMP12      5     1024       2          1          64         0.063863009214  0.001885000034  0.03       0.05      %
996        OMP12      5     2048       2          1          1          0.008120484650  0.014623999596  1.80       180.09    %
997        OMP12      5     2048       2          1          2          0.007839974016  0.014623999596  1.87       93.27     %
998        OMP12      5     2048       2          1          4          0.007341887802  0.014623999596  1.99       49.80     %
999        OMP12      5     2048       2          1          8          0.011783059686  0.014623999596  1.24       15.51     %
1000       OMP12      5     2048       2          1          16         0.009817294776  0.014623999596  1.49       9.31      %
1001       OMP12      5     2048       2          1          32         0.020184565336  0.014623999596  0.72       2.26      %
1002       OMP12      5     2048       2          1          64         0.048877820373  0.014623999596  0.30       0.47      %
1003       OMP12      5     4096       2          1          1          0.045097421855  0.045462001115  1.01       100.81    %
1004       OMP12      5     4096       2          1          2          0.054619733244  0.045462001115  0.83       41.62     %
1005       OMP12      5     4096       2          1          4          0.026044126600  0.045462001115  1.75       43.64     %
1006       OMP12      5     4096       2          1          8          0.029839519411  0.045462001115  1.52       19.04     %
1007       OMP12      5     4096       2          1          16         0.031541708857  0.045462001115  1.44       9.01      %
1008       OMP12      5     4096       2          1          32         0.026779141277  0.045462001115  1.70       5.31      %
1009       OMP12      5     4096       2          1          64         0.049310617149  0.045462001115  0.92       1.44      %
1568       OMP12      5     16         3          1          1          0.000014215708  0.000004000000  0.28       28.14     %
1569       OMP12      5     16         3          1          2          0.000015884638  0.000004000000  0.25       12.59     %
1570       OMP12      5     16         3          1          4          0.000018391758  0.000004000000  0.22       5.44      %
1571       OMP12      5     16         3          1          8          0.006948627532  0.000004000000  0.00       0.01      %
1572       OMP12      5     16         3          1          16         0.042741157115  0.000004000000  0.00       0.00      %
1573       OMP12      5     16         3          1          32         0.033485475928  0.000004000000  0.00       0.00      %
1574       OMP12      5     16         3          1          64         0.005767367780  0.000004000000  0.00       0.00      %
1575       OMP12      5     32         3          1          1          0.000012576580  0.000006000000  0.48       47.71     %
1576       OMP12      5     32         3          1          2          0.000025700778  0.000006000000  0.23       11.67     %
1577       OMP12      5     32         3          1          4          0.000029575080  0.000006000000  0.20       5.07      %
1578       OMP12      5     32         3          1          8          0.028520368040  0.000006000000  0.00       0.00      %
1579       OMP12      5     32         3          1          16         0.047393385321  0.000006000000  0.00       0.00      %
1580       OMP12      5     32         3          1          32         0.000046294183  0.000006000000  0.13       0.41      %
1581       OMP12      5     32         3          1          64         0.045498546213  0.000006000000  0.00       0.00      %
1582       OMP12      5     64         3          1          1          0.000017371029  0.000037999998  2.19       218.76    %
1583       OMP12      5     64         3          1          2          0.000016897917  0.000037999998  2.25       112.44    %
1584       OMP12      5     64         3          1          4          0.000018753111  0.000037999998  2.03       50.66     %
1585       OMP12      5     64         3          1          8          0.023631457239  0.000037999998  0.00       0.02      %
1586       OMP12      5     64         3          1          16         0.003348149359  0.000037999998  0.01       0.07      %
1587       OMP12      5     64         3          1          32         0.000079423189  0.000037999998  0.48       1.50      %
1588       OMP12      5     64         3          1          64         0.098929628730  0.000037999998  0.00       0.00      %
1589       OMP12      5     128        3          1          1          0.000090878457  0.000090000001  0.99       99.03     %
1590       OMP12      5     128        3          1          2          0.000084400177  0.000090000001  1.07       53.32     %
1591       OMP12      5     128        3          1          4          0.000060681254  0.000090000001  1.48       37.08     %
1592       OMP12      5     128        3          1          8          0.018941562623  0.000090000001  0.00       0.06      %
1593       OMP12      5     128        3          1          16         0.025492642075  0.000090000001  0.00       0.02      %
1594       OMP12      5     128        3          1          32         0.059039752930  0.000090000001  0.00       0.00      %
1595       OMP12      5     128        3          1          64         0.104443833232  0.000090000001  0.00       0.00      %
1596       OMP12      5     256        3          1          1          0.000243730843  0.000441999990  1.81       181.35    %
1597       OMP12      5     256        3          1          2          0.000300318003  0.000441999990  1.47       73.59     %
1598       OMP12      5     256        3          1          4          0.000254102051  0.000441999990  1.74       43.49     %
1599       OMP12      5     256        3          1          8          0.024845309556  0.000441999990  0.02       0.22      %
1600       OMP12      5     256        3          1          16         0.036332830787  0.000441999990  0.01       0.08      %
1601       OMP12      5     256        3          1          32         0.084824554622  0.000441999990  0.01       0.02      %
1602       OMP12      5     256        3          1          64         0.077444501221  0.000441999990  0.01       0.01      %
1603       OMP12      5     512        3          1          1          0.001878391951  0.002098999918  1.12       111.74    %
1604       OMP12      5     512        3          1          2          0.001861326396  0.002098999918  1.13       56.38     %
1605       OMP12      5     512        3          1          4          0.025887534022  0.002098999918  0.08       2.03      %
1606       OMP12      5     512        3          1          8          0.024536274374  0.002098999918  0.09       1.07      %
1607       OMP12      5     512        3          1          16         0.052324786782  0.002098999918  0.04       0.25      %
1608       OMP12      5     512        3          1          32         0.069673694670  0.002098999918  0.03       0.09      %
1609       OMP12      5     512        3          1          64         0.082665950060  0.002098999918  0.03       0.04      %
